"Data Source","World Development Indicators",
"Gambia, The","GMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","970","1000","1030","1020","1030","1040","1070","1090","1130","1190","1240","1160","1220","1340","1320","1330","1380","1460","1510","1570","1480","1530","",
"Guinea-Bissau","GNB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","930","950","970","1000","1030","1150","1240","870","870","540","990","1030","970","970","1030","1030","1100","1200","1200","1220","1280","1180","",
"Equatorial Guinea","GNQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740","1720","1940","2090","2030","2320","2490","4450","5650","4230","6920","7940","10160","9980","12850","16270","17460","20870","17780","25850","20000","23830","23810","",
"Greece","GRC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12950","13720","14020","13940","14410","14910","15380","16260","16730","17030","18340","19920","21480","22410","23710","23990","26180","26930","28640","28760","27210","26260","26170","",
"Grenada","GRD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4730","5120","5210","5070","5290","5400","5680","5990","6360","7080","7450","7320","7620","8520","8420","10590","10450","11150","11410","10770","10840","11240","11360","",
"Greenland","GRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3370","3560","3730","3890","4030","4220","4310","4470","4670","4790","4950","5100","5200","5300","5460","5670","5980","6350","6530","6420","6520","6720","6920","",
"Guam","GUM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450","1630","1940","2370","2760","3020","3340","3500","3480","3680","3730","3840","3960","4010","3910","4470","4790","4750","4970","5140","5470","5790","6160","",
"High income","HIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16561.6208215614","17185.9832148537","17678.7427124822","18144.1677277546","18905.6872479868","19726.7646942241","20613.8327297958","21642.2927013716","22349.4574778837","23292.9390002862","24888.154956301","25800.5572524754","26590.3353046347","27574.8844649079","29243.948591975","30956.4424288039","33387.7823573475","34969.442771379","36067.9184834336","35131.4047245388","36457.1939427738","38117.2428534644","39374.0514590356","",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16990","18310","19690","21840","23080","23780","23690","25280","24190","25240","27220","28210","28510","30610","33770","36680","40940","44730","47500","45310","48200","51500","52260","",
"Honduras","HND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1970","2050","2260","2230","2280","2360","2510","2570","2530","2700","2710","2790","2930","3120","3360","3610","3920","4100","3990","4020","4100","4180","",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834.311378490273","834.375764416824","831.239376219518","846.362197376228","847.025850706364","874.659963216465","924.774097254613","966.284376025605","987.816891215965","1004.66954621355","1024.51826691592","1060.40362032996","1081.33464443762","1125.49610253889","1185.76165065992","1265.8563451743","1356.17886779219","1443.55936625691","1513.86996773787","1553.46194558239","1610.33548209594","1677.85216136814","1736.16775618111","",
"Croatia","HRV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7970","8980","9620","10020","9760","10730","11460","12370","12980","14200","14930","16440","18290","19660","18710","18070","19550","20200","",
"Haiti","HTI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","1390","1430","1490","1510","1550","1470","1560","1620","",
"Hungary","HUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8540","7650","7640","8110","8510","8680","8940","9400","10050","10430","11310","12740","13910","14640","15330","16060","17330","17590","19120","19530","20280","21500","21350","",
"Indonesia","IDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2660","2670","2910","3450","3770","4100","4430","4640","3900","3850","4010","4120","4240","4880","5150","5520","5960","6420","6890","7160","7650","8200","8750","",
"Isle of Man","IMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1180","1250","1320","1410","1530","1640","1710","1800","1960","2040","2160","2240","2430","2650","2950","3270","3650","3800","4100","4500","4840","5080","",
"Not classified","INX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12050","12670","13140","13800","14920","16330","17790","19390","21300","22360","24930","25920","27500","29700","31390","33420","37030","38950","36570","33560","34570","34850","35790","",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5620","6430","6760","6620","6640","6940","7450","7730","7910","8010","8490","8890","9400","10120","10820","11540","12480","13730","13260","13180","","","","",
"Iraq","IRQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9700","10730","10940","12030","12210","12660","13620","14820","",
"Iceland","ISL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20580","21130","20700","21220","22110","22540","23610","25480","27200","28050","28070","29530","31040","30290","32400","33630","33830","35270","31160","30410","30210","32800","34770","",
"Israel","ISR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13100","13590","14350","14920","15910","17090","18340","18820","19160","19320","21480","22280","22580","21350","23000","23050","24790","26870","26550","26530","27960","29650","30370","",
"Italy","ITA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17360","18160","18680","18990","19780","20850","21610","22520","23660","24220","25590","27130","26760","27100","27420","28290","30520","32000","33010","32370","32730","33670","34700","",
"Jamaica","JAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4330","4630","4880","5700","5800","6050","6220","6210","5970","6060","6210","6320","","","","","7800","8100","8250","7810","7900","8170","8320","",
"Jordan","JOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4340","3940","4630","4790","4970","5260","5290","5480","5600","5760","6180","6530","6780","7060","7770","8500","9290","10190","10810","11130","11000","11220","11420","",
"Japan","JPN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380","20630","21260","21760","22320","23180","24220","24990","24700","24940","26310","27000","27680","28410","29930","31150","32730","34500","34710","32880","34830","35330","36750","",
"Kazakhstan","KAZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6820","6160","5860","6070","6350","6410","6610","7170","8460","9530","10470","11580","12570","13900","15230","15450","16020","16710","17720","18870","",
"Kenya","KEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220","1230","1220","1190","1220","1280","1350","1350","1380","1390","1400","1440","1440","1460","1540","1650","1760","1880","1900","1920","1990","2070","2140","",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2250","2110","1840","1580","1280","1210","1300","1410","1420","1450","1550","1690","1700","1850","1980","2040","2180","2420","2590","2640","2540","2670","2720","",
"Cambodia","KHM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","810","860","880","970","1050","1140","1200","1310","1450","1660","1880","2090","2230","2230","2350","2500","2690","",
"Kiribati","KIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","1450","1480","1490","1580","1660","1530","1910","2220","2060","2320","2510","2330","2290","2390","2420","2350","2480","2570","2430","2390","2390","2660","",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8670","8830","9120","9800","10410","11010","11340","12360","12260","12860","13360","14120","14330","13940","14990","16980","18340","19260","20290","18560","18070","18910","20390","",
"Korea, Rep.","KOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7980","8960","9580","10290","11300","12450","13450","14260","13300","14870","17120","18130","19670","20200","21680","22760","24330","26130","26890","26450","28250","29110","30180","",
"Kosovo","KSV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6380","6970","7350","7350","7660","8130","8380","",
"Kuwait","KWT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76240","77150","80750","81660","73500","75580","72590","69980","79780","88870","96720","103600","106670","102020","91900","86560","88170","","",
"Latin America & Caribbean (developing only)","LAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5498.83824317753","5783.80653691513","5965.34184009916","6544.60448171344","6898.5985529273","6907.16341553668","7137.89402580163","7505.57712508301","7597.0944976143","7608.08913179275","7979.3686610216","8066.26172727063","8069.3787257179","8252.84276328929","8864.06541019323","9563.78059721485","10364.7899318049","11149.9647000581","11796.9448997537","11691.0523846939","12397.4689466415","13078.11798674","13542.1408879232","",
"Lao PDR","LAO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","1100","1150","1220","1310","1390","1480","1540","1580","1710","1770","1890","2010","2100","2300","2550","2710","3000","3190","3450","3580","3840","4170","",
"Lebanon","LBN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6480","8080","8110","8540","9210","9900","10340","10110","10400","10390","10580","10590","10180","8870","10890","11300","11640","12930","14040","14820","15580","16360","16550","",
"Liberia","LBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","240","230","360","320","420","260","250","310","340","410","460","540","580","670","730","",
"Libya","LBY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4660","4850","5310","5460","5630","5830","6220","6300","6640","6840","6970","6660","6820","7080","7680","7690","8790","8960","9460","9640","9740","10160","10300","",
"Latin America & Caribbean (all income levels)","LCN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5540.24630307409","5833.57916476719","6034.16255895828","6609.53040694882","6967.14314267879","7006.13274920952","7255.62069014233","7635.92708063379","7740.16481359557","7755.20721894114","8150.25619785919","8243.51868507265","8255.07654380081","8452.02883908582","9070.58458865261","9778.59693182851","10614.2567061337","11417.2567586635","12055.9091784921","11943.5778277061","12690.8429681859","13406.9962816964","13904.2200465803","",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","723.211471649896","735.380202523303","732.670222974161","746.726329066206","753.119168034446","796.92925620673","839.825709783779","882.869080463971","908.22947000149","930.170842470185","974.772922951813","1023.90251551341","1064.02996704985","1117.76410409619","1192.0757234522","1290.97410886852","1411.06160232158","1538.92757442809","1628.10244844213","1709.90308455765","1774.98156151051","1850.84821865195","1916.8202781462","",
"Low income","LIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","684.934265958053","694.491927427616","681.010292523578","688.123381738371","694.936567694329","720.587688185052","756.990807383684","783.548830814123","801.969364171219","826.78736599667","856.090535821425","897.319590681005","915.713059925156","957.794969890256","1022.47138393085","1097.88348399952","1185.85007470992","1274.68397741884","1346.03313703238","1407.02008801642","1475.37316571886","1567.66126891202","1643.78958408899","",
"Liechtenstein","LIE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2150","2290","2430","2640","2790","2940","3070","3290","3430","3560","3850","3950","4150","4450","4750","5150","5640","6140","6490","6780","7330","8020","8840","",
"Lower middle income","LMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1834.42990679684","1850.70465622398","1905.34224737935","1982.71527412519","2065.88447853975","2180.76928447453","2314.89964490658","2405.17434265194","2399.5464052847","2492.1421269453","2602.82218886535","2731.87524175241","2829.70850729564","3065.34764139754","3342.98392938011","3626.33299503458","3988.49420325574","4340.9396267648","4562.28002035666","4753.3296362252","5103.37521423709","5402.9463869589","5674.36421038131","",
"Low & middle income","LMY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2125.70313678353","2211.12897851383","2310.98515205777","2473.16861404522","2605.94628612412","2730.37191201564","2897.88115998979","3049.74034510399","3127.26661369155","3225.89357938504","3428.05578718192","3586.26034941941","3745.39575477582","4015.48537804423","4392.66742193527","4807.99629551864","5337.41857123518","5895.69273973493","6304.95745033497","6527.71699996569","7029.94372977262","7520.51922261226","7967.61212219132","",
"Lesotho","LSO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","1440","1460","1450","1500","1490","1580","1630","1590","1640","1700","2080","2120","2220","2230","2210","2260","2330","2450","2510","2620","2610","2710","",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9300","9050","7310","6300","5840","6190","6600","7170","7830","7830","8480","9450","10520","11850","12830","14440","16430","18350","20010","18540","19470","21580","23540","",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28820","32160","32880","33950","34210","36020","37450","39310","39790","44090","46800","47930","47700","47060","56700","58650","59750","67920","66660","52190","58100","61140","60950","",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7810","7090","5000","4970","5270","5410","5810","6490","6990","7340","8050","9020","10020","10760","11730","13230","15020","17150","18640","18220","17970","20080","21820","",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26150","27330","30650","32160","33620","34400","33930","33930","32240","30970","32320","31460","35950","40020","49440","53650","59250","75140","69040","69980","86420","101750","","",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2530","2740","2650","2620","2920","2740","3100","3040","3290","3310","3400","3700","3850","4140","4430","4690","5150","5380","5720","5910","6140","6490","6790","",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170","3610","2620","2650","1860","1870","1890","1950","1840","1800","1880","2140","2350","2690","3000","3310","3580","3720","4110","3750","4170","4520","4550","",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030","940","970","980","960","970","990","1020","1050","1090","1120","1190","1020","1110","1160","1220","1280","1370","1460","1360","1350","1350","1360","",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4940","5240","5980","6820","6530","7910","7690","8660","8420","8860","9450","9720","",
"Middle East & North Africa (all income levels)","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7188.05830416629","7733.02954746502","8093.92620161855","8182.70118644158","8324.1073150421","8562.07004683864","8959.61567732608","9258.29989171945","9550.88007996397","9628.21694123718","10099.1176942591","10446.825636556","10613.8992517837","11251.0669738639","12127.8778456323","12964.3863648947","14056.6463391121","14949.7890100015","15507.7584771915","15496.8458503941","16103.1950530619","16865.882548997","","",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5800","6150","6390","8290","8680","7680","8070","8710","9050","9520","10110","10120","10190","10400","10920","11800","12830","13340","14040","13730","14510","15510","16140","",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3280","2850","2750","2780","2820","3060","3290","3360","3400","3480","3740","3890","4120","4100","4010","4110","4260","4310","",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2329.32554236772","2426.97981579721","2544.20082465554","2730.2553154408","2883.28882062203","3024.88864097401","3214.58955376791","3387.96194910198","3477.66735918963","3590.99904522482","3822.97303417374","4003.584855141","4188.79511897721","4499.30555033814","4931.12373682435","5406.5717114469","6013.51944608885","6655.31928162241","7128.1474130018","7386.71356631668","7971.11697958171","8540.04506205762","9062.77573211096","",
"Macedonia, FYR","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5220","5110","4790","4610","4690","4760","4870","4970","5160","5360","5710","5660","5810","6200","6800","7540","8530","8810","10360","10920","11220","11550","11540","",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","730","790","780","770","810","830","870","920","970","1000","1050","1070","1180","1200","1270","1380","1430","1490","1500","1560","1590","1540","",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11740","12600","13190","13840","14530","15540","14700","15610","16000","17200","18590","18450","19450","19600","19690","20070","21480","22650","24490","23730","24480","26700","26930","",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4773.66059960919","5110.55549599224","5308.9983280599","5293.17099247963","5413.60449684509","5593.91324926605","5924.93525778502","6125.36102488396","6346.33375139507","6505.60538436433","6826.67946911892","7179.882286203","7431.5758327406","7850.52081951713","8334.20521642537","8852.32335018033","9617.82204706699","10287.2931536701","10569.1827864791","10710.6139261923","","","","",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6880","7100","7380","7720","8210","8470","10680","10140","12200","13820","12820","14240","14590","",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740","2580","2330","2250","2370","2560","2660","2790","2920","3030","3090","3230","3400","3660","4120","4440","4940","5450","5920","5730","5780","6770","7880","",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","280","260","280","290","290","320","350","380","410","410","450","500","520","560","610","630","690","730","800","860","910","990","",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390","1440","1460","1530","1490","1630","1780","1690","1740","1850","1810","1770","1970","1960","2060","2240","2530","2620","2720","2660","2660","2680","2890","",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4860","5250","5650","5990","6230","6590","6980","7450","7890","8120","8950","9380","9640","10000","10810","11220","12030","13270","13890","14170","15120","15870","16650","",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","440","420","460","420","490","540","550","560","570","580","550","550","580","610","630","640","710","760","800","710","730","730","",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6300","6880","7440","8210","8930","9770","10670","11270","10290","10640","11440","11620","12280","13160","14200","15270","16570","17900","18620","18340","19340","20560","21430","",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23244.5833661046","23653.7715803219","24585.8673550873","25398.4857764061","26726.8986937396","27900.6501229761","29240.638546807","30834.3599028094","32390.596264781","34001.3180628181","36032.8746761577","36944.1885294622","37668.9559881733","39036.7450057058","41267.50662559","43732.2723620236","46339.7140480617","47396.3784255679","47667.9940811249","46262.7458097392","47852.7212718326","49925.5476589513","51586.0811945595","",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3670","4050","4170","4120","4360","4630","4610","4730","4830","4790","5030","5070","5370","5850","6460","6570","7220","7600","7920","7790","7990","8580","9040","",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","590","600","560","560","570","580","590","600","650","630","610","650","650","680","670","700","740","750","810","780","820","820","880","",
