"Data Source","World Development Indicators",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1790","1800","1780","1720","1770","1860","1970","2010","1980","","1970","2140","2170","2360","3160","3260","3900","3990","4200","4350","4780","4950","5270","",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1870","1500","1400","1450","1740","1910","2050","2160","2280","2430","2550","2630","2670","2760","2960","3180","3320","3560","3740","3620","3760","3990","4210","",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17490","18440","18970","19670","20690","21850","22840","24410","25210","27220","30070","31050","32230","32080","34060","35270","39130","41350","42000","40370","40940","43290","43750","",
"High income: nonOECD","NOC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11703.6851172847","12021.3198785641","11583.2662816595","11605.1168438632","11441.1556515155","11642.1570735174","11919.6308483014","12515.7843470292","12486.0058145323","13045.9791303843","14322.6361823737","14912.3945114323","15574.8164892416","17090.8444386931","18903.4129358605","20961.0728129352","24126.9282869717","26366.5698405491","29233.715633154","28332.5298828947","30102.4702381361","32499.014747846","33668.3929442872","",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17370","18350","19530","20400","21900","23280","25750","27660","27110","29550","35690","37160","37170","38530","42530","48160","53940","55590","61060","55610","58420","62240","67450","",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","870","900","930","1010","1030","1080","1130","1150","1190","1260","1330","1320","1370","1450","1540","1620","1700","1820","1900","1990","2070","2190","",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14190","13540","13910","14730","15750","16600","16830","17720","18230","19130","20040","21130","21890","22530","23360","23790","25430","26700","27060","29000","28810","29940","32620","",
"High income: OECD","OEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17873.5821797278","18569.0546744408","19239.927564157","19801.4223500678","20761.3014165463","21734.2742493329","22754.3526709418","23879.7751983007","24743.5604037036","25769.934250101","27450.9659701389","28439.4589516205","29255.5189546703","30119.2727845231","31762.5284011076","33406.7827482929","35689.9548278764","37138.4529899222","37841.4983745096","36896.0664182353","38134.6581767254","39644.7702170645","40958.8155725169","",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16123.6614542331","16729.9556593998","17323.6889135289","17973.9092910921","18797.1837844445","19547.4694050262","20455.6146203129","21477.9305455387","22358.302624239","23232.3450800555","24754.3142140513","25550.3768555143","26244.7966157877","26991.9947018077","28494.1984721683","30021.0814661183","32118.2538751218","33426.2744550313","34143.2137195734","33276.6675278118","34464.269689594","35919.2126632419","37081.3690686924","",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18490","19660","20570","21500","22060","23240","24070","25880","26660","27010","29010","31310","31210","31600","32860","33850","36900","40170","44420","42090","43730","","","",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3210.84822249924","3453.60156296969","3507.78212163102","3615.02824317572","3681.47003184357","3911.38751278153","4048.25285190629","4360.97653887232","4524.58172984137","4424.3691581684","4596.32008523096","4892.79874434691","4996.68409302203","5183.96796796082","5484.789305052","5925.13810889316","6385.85732957446","6981.29780533256","7307.2011942773","7482.60144828385","7530.81553965971","8217.39456328755","8457.35579820096","",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","2070","2200","2220","2280","2400","2470","2450","2480","2540","2640","2690","2820","3040","3260","3560","3810","4020","4110","4200","4300","4450","4670","",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","4600","5020","5410","5630","5640","5850","6160","6500","6630","6880","6950","7300","7320","7800","8480","10780","12100","13230","13570","14440","14390","15700","",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3450","3440","3550","3680","4180","4540","4710","5050","5040","5080","5240","5320","5580","5770","6040","6580","7020","7800","8730","8820","9530","10210","11070","",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2550","2590","2640","2710","2860","2990","3180","3380","3420","3180","3370","3470","3560","3740","4030","4270","4520","4880","5130","5130","5520","5730","6170","",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000","10240","9290","9480","10790","11890","12070","11800","11550","9500","10290","10640","10800","11730","12080","12240","12660","12300","11300","11460","12330","13210","",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1110","1190","1410","1510","1480","1520","1490","1400","1390","1380","1350","1340","1310","1380","1470","1440","1740","1850","1930","2030","2180","2330","",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5510","5700","6090","6740","7310","8000","8720","9310","9840","10490","10940","11520","11870","12640","13470","14660","16090","17590","18250","19560","20790","21760","",
"Puerto Rico","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10630","11160","11490","12130","12610","13260","13700","14520","14880","15800","17390","17070","17460","18370","19450","19990","20710","21240","21640","21190","21230","21750","22640","",
"Korea, Dem. Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10960","11870","12340","12370","12670","13500","14020","14800","15560","16500","17340","17940","18750","19250","19670","21140","22430","23550","24190","24250","24980","24890","25330","",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4480","4780","4790","4740","4630","4280","4330","4430","4220","4500","4670","5140","5790","6240","5850","6610","7100","6950","",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2754.53356033462","2756.9480388327","2866.03442819899","2939.20836422415","2942.60560493633","3123.58664806701","3254.02249743453","3347.75607270347","3384.12882460439","3577.22759970441","3683.94712438635","3733.97471302638","3863.64058492163","3925.26724400844","4181.40576135034","4355.57238772375","4378.95127567047","4490.62557460798","4582.81524355622","4522.26292751193","4501.08466176533","4623.69461921318","4693.46325076699","",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123520","125510","120630","126620","133340","","",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5160","4710","4410","4580","4880","5330","5680","5450","5280","5280","5670","6440","6990","7650","8490","9250","10980","12720","15280","15340","16000","16820","17650","",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","7830","6790","6360","5720","5580","5460","5600","5260","5720","6660","7270","7880","8970","10030","11560","14530","16340","19850","18860","19890","21790","22800","",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540","560","650","660","350","500","540","570","570","570","590","620","700","710","770","850","930","1010","1110","1150","1210","1300","1390","",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1203.51224353051","1235.38172367677","1306.11568136285","1366.92756858051","1450.24470306178","1553.93210862156","1657.23142456279","1715.76927779943","1795.97647334521","1928.00329307991","2011.68748948645","2113.03714252602","2198.57775140022","2373.751247944","2580.86713102205","2852.14223416429","3146.13953641634","3478.4221705615","3628.6965756115","3884.96344605056","4215.62205571949","4515.72646709991","4748.38218894082","",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24390","26190","26880","26500","26100","26390","27260","28170","29000","28670","29490","29090","28350","29760","32190","34850","37070","39220","42710","43220","45900","49940","","",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","1060","1150","1230","1260","1330","1440","1590","1620","1630","1700","1790","1880","1980","2050","2230","2480","2740","2800","2810","2860","3210","3290","",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1190","1210","1210","1190","1260","1290","1320","1390","1450","1490","1560","1550","1650","1750","1840","1910","2000","2070","2060","2120","2140","2180","",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21710","23100","24930","27140","30380","32450","33660","36890","35090","37390","40250","39450","40630","43690","46570","50630","56770","61210","59350","57090","68510","71700","71900","",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","840","890","840","910","970","950","1520","1520","1500","1300","1200","1140","1210","1280","1350","1460","1510","1470","1320","1450","1500","1390","",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","770","840","680","750","700","710","760","740","730","720","770","710","870","930","970","1010","1070","1120","1200","1250","1300","1390","1610","",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2820","2970","3240","3500","3760","4040","4150","4340","4520","4680","4880","5050","5210","5390","5610","5980","6410","6810","7030","6770","6920","7150","7280","",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5760","5930","5360","5790","6190","6570","6930","7750","8410","9320","9890","11200","11000","10830","11450","11430","",
"Sub-Saharan Africa (developing only)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430.99860381049","1444.71740860317","1413.31004212047","1406.63351757676","1425.49642614489","1488.50559613783","1565.80104549295","1614.77079839378","1619.28942378352","1635.32981205273","1676.48720221524","1748.59707247413","1789.53973431932","1865.28348150723","2092.27667593054","2211.83566843106","2446.24688364973","2576.95762219252","2689.62308048433","2739.81160251779","2874.72136708763","2983.29470364852","3088.57034719999","",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170","2630","2330","2900","1650","",
"Sub-Saharan Africa (all income levels)","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1431.01921713068","1444.709531935","1413.49507460327","1406.94120082456","1425.74166538825","1488.91820548126","1566.27525373951","1616.70760526163","1622.15477609633","1636.76857706683","1680.56733416619","1753.43598131273","1796.12722668268","1871.69753124799","2100.81670955413","2223.04153245724","2458.2485640954","2591.62391287197","2701.73642609306","2758.35533811414","2888.50061866643","3000.0822912385","3105.28120196305","",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3853.61344147277","4069.57714705186","4155.13025696302","4354.01838302708","4452.99339576688","4687.73593822813","4879.09705034232","5091.12978888308","5250.6123127245","5265.78876141498","5479.33003559536","5739.78927611021","5949.94756986668","6266.79380093332","6698.1180678261","7200.18339709238","7723.00993749347","8289.67027844679","8610.45646481885","8577.81705822922","8640.62768028588","9063.20233457006","9283.95424802949","",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1860","1890","2030","2120","2180","2380","2470","2570","2610","2690","2800","2860","",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6700","6990","7080","","6940","7130","7300","7660","7750","7200","7810","7390","8260","8830","9740","10600","11390","12390","12920","13260","13730","14470","14840","",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7680","6750","6440","7080","7650","8340","9100","9760","10330","10350","10960","12080","12920","12950","14080","15760","17890","20280","21790","21640","22480","24620","25430","",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10420","11040","12080","13120","13920","14890","15740","16770","17590","18500","19650","20380","22000","23280","25180","26610","28260","26420","26560","27780","28240","",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19010","19150","19010","18840","20180","21330","22150","22980","24060","25740","27750","28060","29160","30810","32470","32940","36200","39300","41000","38320","40460","42700","43960","",
"Swaziland","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3470","3580","3710","3730","3650","4060","4340","4440","4320","4520","4480","4830","4620","4670","5030","5630","5560","5880","5940","5830","5680","5710","5550","",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8650","9160","9990","10530","10630","10430","11060","12550","13340","13440","13960","14050","13280","13340","13720","15300","16920","18700","17990","18260","19150","21650","22680","",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","780","840","680","760","760","760","790","820","800","730","700","330","710","1100","1380","1660","1620","1640","1650","1850","1850","1930","",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840","840","810","680","760","830","910","1030","1000","1000","990","980","960","1010","1020","1040","1090","1120","1020","1040","1040","1080","1140","",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4070","4510","4910","5440","6010","6640","7050","6970","6180","6520","6980","7140","7480","8030","8660","9250","10050","10850","11330","11100","12030","12340","13270","",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2350","2210","1570","1310","1020","890","720","770","810","840","900","990","1100","1210","1370","1480","1590","1750","1910","1940","2040","2200","2340","",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4460","3780","3400","3630","3300","3450","3970","3990","4350","4390","4640","4950","5400","6370","7180","8080","8450","9000","10060","11040","",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1640","1930","1630","1440","1590","1980","3070","4270","6610","4820","5900","7900","6930","",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2370","2590","2630","2780","3090","3180","3240","3280","3450","3590","3700","3870","4100","4200","4350","4510","4620","4550","4640","4790","4940","5210","5370","",
"Trinidad and Tobago","TTO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8040","8440","8450","8570","8900","9370","9860","10550","11590","12220","12980","14010","15430","17780","20240","21610","25110","27040","28380","26950","27250","24990","25480","",
"Tunisia","TUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3520","3670","3940","3980","4140","4300","4600","4910","5160","5480","5770","6140","6280","6740","7270","7640","8260","8870","9330","9630","9940","9830","10320","",
"Turkey","TUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4360","4470","4770","5200","4890","5310","5730","6190","8640","8200","9200","8540","8630","8760","10150","11390","12890","13870","15000","14520","16040","17810","18390","",
"Tuvalu","TUV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4760","5900","4130","4590","4570","4630","5430","5440","5620","5060","5120","5160","",
"Tanzania","TZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","640","660","650","650","660","680","720","730","750","780","820","860","920","970","1050","1120","1210","1290","1370","1420","1500","1580","1670","",
"Uganda","UGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","440","440","480","500","560","600","630","650","680","690","710","760","800","840","890","990","1070","1150","1200","1240","1310","1320","",
"Ukraine","UKR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6960","6560","5910","5070","4080","3650","3390","3370","3350","3400","3710","4240","4590","5170","6000","6410","7110","7930","8370","7130","7590","8100","8340","",
"Upper middle income","UMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2777.1606523074","2952.28971703011","3130.81335453588","3422.65248273852","3645.3032469013","3816.77154901629","4063.72070586992","4321.12229903492","4507.35761572643","4647.9151636734","5001.88374985155","5240.49802797275","5519.97846635929","5914.14666091571","6509.6797683951","7189.08292261718","8055.35906931765","9006.22690605609","9753.55866371188","10102.2070583505","10950.9494956755","11825.3626871776","12637.1094377122","",
"Uruguay","URY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5920","6380","7030","7340","7970","7980","8540","9410","9880","9840","9820","9640","9110","8940","9630","10830","11680","12750","13780","14080","15400","16740","17740","",
"United States","USA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23730","24180","25180","26000","27350","28550","29980","31620","33230","34850","36930","37860","38590","39960","42260","44740","47390","48420","48650","47240","48880","50860","52610","",
"Uzbekistan","UZB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750","1710","1630","1620","1640","1710","1780","1860","1940","2030","2130","2240","2470","2710","2950","3420","3810","3970","4230","4590","4970","",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3520","3670","4120","4200","4100","4250","4420","5100","5390","5610","5770","6050","6520","7060","7480","7930","8890","9520","9830","9810","9590","9790","10280","",
"Venezuela, RB","VEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9260","10300","10720","10770","10460","10950","10910","11520","11470","10870","11340","11710","10500","9720","11550","13150","14780","16510","17250","16350","15960","16580","17480","",
"Virgin Islands (U.S.)","VIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910","990","1100","1190","1320","1480","1610","1740","1830","1930","2070","2230","2370","2560","2780","3050","3310","3580","3810","3950","4230","4510","4780","",
"Vanuatu","VUT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1550","1540","1670","1630","1750","1740","1800","2030","2050","2110","2110","1930","1990","2060","2150","2400","2510","2780","2740","2780","2820","2790","",
"West Bank and Gaza","PSE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5238.90642026385","5411.53267918414","5562.70237775052","5759.47983035443","5994.15097027114","6236.88661646999","6520.39475320207","6818.52866301097","6990.66884989213","7226.10711973833","7674.19024687167","7950.52864161734","8202.37101329328","8579.65872601101","9174.89528874596","9806.64653227988","10671.5673595168","11393.7749193535","11904.7188775901","11877.0483477909","12496.9089627916","13169.7610595994","13720.3049391645","",
"Samoa","WSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3090","3060","2990","3200","2130","2320","2620","2650","2750","2830","3080","3370","3540","3600","3940","4040","4140","4290","4670","4410","4560","4630","4750","",
"Yemen, Rep.","YEM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2200","2240","2380","2420","2510","2530","2480","2570","2770","2730","2920","3040","3100","3150","3240","3440","3690","3830","3910","4100","4300","3790","3840","",
"South Africa","ZAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6170","6250","6160","6260","6480","6670","6910","7050","6980","7070","7350","7510","7800","8060","8620","9240","9930","10460","10920","10810","11160","11580","11930","",
"Congo, Dem. Rep.","COD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","440","390","340","300","290","310","290","290","260","250","240","260","270","290","300","330","340","340","360","380","400","430","",
"Zambia","ZMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","1470","1470","1600","1470","1430","1520","1560","1500","1540","1590","1670","1720","1810","1830","1910","1990","2050","2250","2490","2500","2710","2880","",
"Zimbabwe","ZWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1320","1400","1260","1290","1400","1400","1560","1590","1600","1610","1570","1630","1510","1280","1230","1190","1170","1150","930","1020","1160","1260","1310","",
